trade_id,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,is_anomaly_multivariate,credit_rating_was_missing,volatility_30d_was_missing,country_risk_was_missing,counterparty_name_hash,trader_id_hash,counterparty_id_hash
TRD002630,FR0000000091,2024-04-03,2024-04-05,bond,400254.13,96.1456,4163.0,96.048,96.2398,96.1439,2776020.0,45.62,d,0.0,utilities,40.8,0,0,0,0,07495d28dc0a69d4e9c549093505b040db2f988f609067746e6d102ee475bc7d,98e7093d712801898bb140be5cc8c926acbb4cf4a30753c24382d663ecebe388,87e76ce865fb5792bb6ee1df1cd30a64c7f42e98131d5ed2c0890f49b82bd3cd
TRD000641,FR0000000135,2024-03-18,2024-03-20,equity,8003524.06,371.9974,21515.0,371.91,372.7129,372.31145000000004,938987.0,45.51,a,0.0,healthcare,37.8,0,0,1,0,f2abab107ced7b9c989f14b8729b5bec8e9eacc145aeac3e8078eb56726e7f03,ffe3acbe7b034241650010633d7c50ad11ffeb6e9fc29e69c0513bbeab3f99f0,15e4d24df550c016585d27bc5ef7544d8bb5517679072137cba6fbdda55e9115
TRD003613,FR0000000145,2024-02-12,2024-02-14,equity,8806576.471249998,692.0459,40582.0,691.84,692.9998,692.4199000000001,4749941.0,66.11,ccc,0.0,financials,37.0,0,0,0,0,43c388ab67f6788aaf4553813bff1bcd78bdfe1f07d52fe6b8254b2005a14569,cd9f75c6628f01c232c59a3d4afaa5b39da555dc0b0af01934f3f10befb45fe8,db501fc7072dcaa73f20873960fbfaf17272cada21e5c9281fa6aa3c8e2c4dac
TRD005084,FR0000000094,2024-04-03,2024-04-05,equity,8806576.471249998,359.7411,49928.0,359.47,360.5988,360.0344,1083216.0,45.51,bb,0.0,financials,57.1,0,0,1,0,b5a3ec9ed368cb087fc50398126356b369be38cacb61bd2c4dfc32e0f0651a72,98e7093d712801898bb140be5cc8c926acbb4cf4a30753c24382d663ecebe388,ccc094df45bbb23ca232cdf7828b39b7ab6d763ce2c1cd73db418f7ff446cc21
TRD003108,FR0000000106,2024-04-11,2024-04-15,fx,68127.52,1.3833,49250.0,1.382768,1.3852,1.3839839999999999,2441278.0,12.21,aa,0.0,energy,8.3,0,0,0,0,021e10cad59254686f5c76dea8be25e456590d42472291134758dd0481ca4368,cd9f75c6628f01c232c59a3d4afaa5b39da555dc0b0af01934f3f10befb45fe8,cb6ef5eb9481f309a01dbda93603ea0a4f0fa39693b3758bc82d244de4f16dcb
TRD004393,FR0000000089,2024-01-15,2024-01-17,equity,8806576.471249998,279.95445,43057.0,279.37,280.5389,279.95445,514854.0,80.71,bbb,0.0,technology,36.5,1,0,0,0,134cdd199f75ff3bf9ad03648271e44fa26288a1b038e02a7e7666a9ca27fbd0,3779f12f5c3b4bff5d8230078c871faec02281591fce899a6199a60faa8b680b,1a83c3675bb91125e10076bbd4be2fc1d0c84d015e10d4d306aa86aa5910dfe7
TRD004483,FR0000000060,2024-03-25,2024-03-27,bond,3023503.6,92.2081,32790.0,91.9784,92.4366,92.2075,2079009.0,66.27,a,0.0,technology,56.1,0,0,0,0,128df7cea4bc3f452d35cf3324f6ab4ecc84d833146db40b0f26a65d2b6e165d,e74fa8d6192595ed0ede0ee58ce2154e9c2089b6756928b9ba3df6e7d79ce7b2,098ba077479d2398e0d5951b2b98abd811ad386d2b2d255e8e27dd6e70384ff9
TRD000223,FR0000000079,2024-06-18,2024-06-20,equity,710243.05,176.4579,4025.0,176.08,176.947,176.51350000000002,378262.0,82.8,bbb,0.0,industrials,51.6,0,0,0,0,8618978338d2c488a636c1d2e350625f5b0984fe3f7cb681a3b5ca8361b0ce5b,cd9f75c6628f01c232c59a3d4afaa5b39da555dc0b0af01934f3f10befb45fe8,9ee7764fd0adacd90b6da6b00b60781749b859082f5a72838776f63af65a8abb
TRD001961,FR0000000056,2024-03-15,2024-03-18,bond,4424481.37,107.3252,41225.0,107.287,107.3806,107.3338,643077.0,42.5,d,1.0,utilities,42.9,0,0,0,0,07495d28dc0a69d4e9c549093505b040db2f988f609067746e6d102ee475bc7d,98e7093d712801898bb140be5cc8c926acbb4cf4a30753c24382d663ecebe388,87e76ce865fb5792bb6ee1df1cd30a64c7f42e98131d5ed2c0890f49b82bd3cd
TRD002596,FR0000000120,2024-06-10,2024-06-12,fx,25758.88,0.9466,27212.0,0.943921,0.9478,0.9458605,2864909.0,45.51,bbb,0.0,technology,59.9,0,0,1,0,ab5b1486d3259515c940974d0f53f264b381857fe9f7905542dcca22d3785f4c,b775274b63c108a5cd991edb646a80405e25670d835a057aac1f8be9e60155e2,e62d84447452d4e1e123ad687ea8d5280672ec2ba04d4cc72660e0bd2631c3cb
TRD007805,FR0000000114,2024-04-16,2024-04-18,derivative,1377539.92,34.4816,39950.0,34.4462,34.5887,34.51745,3907089.0,48.11,bbb,0.0,technology,21.4,0,1,0,0,ab2b80fa3fb2a839c6ed527e7b3245cb33c549528c3de2f6e26abd583fc1c25e,3d4a98b865884bec4aafdce70de970388c6523c58b46198982b596ac88246f8e,f3176e105aad159b0dfb9e7b92ba35d744e3c2fcda42eff6305eb8f2827178c0
TRD000969,FR0000000002,2024-02-19,2024-02-21,derivative,529208.98,44.7837,11817.0,44.7217,44.8466,44.78415,3727817.0,10.24,a,0.0,technology,22.1,0,0,0,0,ab2b80fa3fb2a839c6ed527e7b3245cb33c549528c3de2f6e26abd583fc1c25e,3c3aebe7b04c42726cc5e396f6cfebe47c1437d53b39f47ec43910d655a93f23,f3176e105aad159b0dfb9e7b92ba35d744e3c2fcda42eff6305eb8f2827178c0
TRD006484,FR0000000025,2024-03-11,2024-03-13,bond,2865969.25,85.1219,33669.0,85.0764,85.1918,85.1341,1492301.0,57.27,aa,0.0,technology,37.5,0,0,0,0,e5cd94eb8d1d6ee42c55bcb2c377a5d48252c3f6550b9cfe4752bee23a7863ef,c5ac54aa199509df4f8ce69733f6ddd9ba4fd7f43555c078a9395ac2b3fe86d5,aa91384e8401dc57094c09a23c72208a5a0410f95708cf47ae847ee77fd90885
TRD000677,FR0000000032,2024-02-06,2024-02-08,derivative,1415456.28,47.6328,29716.0,47.5776,47.7623,47.66995,3475557.0,54.47,a,0.0,financials,40.3,0,0,0,0,95cd7c1cb71ce251e30cde2ec28a5d5679ed8bfbb115d18259d2d43c3c0b556e,3d4a98b865884bec4aafdce70de970388c6523c58b46198982b596ac88246f8e,e03cb75761ddd7bbea51cb4c8815eb9fdd74d8fa28be914ce07ad86e1dcde544
TRD000999,FR0000000047,2024-01-15,2024-01-17,equity,1363053.3,127.2811,10709.0,127.22,127.3031,127.26155,2894857.0,36.74,aa,0.0,healthcare,10.3,0,0,0,0,bcdac91aa441b00a580e67342c1d807c64c6e4f616a0129e730236079a6f77b4,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,19d253ba64374ef75c1ccaa72a4d3b8276ae48e26094a63bcb22c214241c3dd1
TRD007532,FR0000000128,2024-01-24,2024-01-26,equity,8806576.471249998,671.9806,31774.0,671.76,673.4824,672.6212,1258072.0,36.42,bbb,0.0,financials,68.3,0,0,0,0,7b21f70363e6dff827b607dc4d1d418c1ee8dfaa3e6ed2305a41502c4752196d,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,9fcb3eb7a7f5f1ba94af06cbfb8f2e964c3de9929c8bca1154edc54b586cba3b
TRD004117,FR0000000118,2024-06-14,2024-06-17,fx,32334.84,1.0326,31314.0,1.03088,1.0339,1.03239,2596901.0,45.51,bb,0.0,consumer discretionary,23.2,0,0,1,0,b4ef9a7df62582124445c31003708e254c1fafae95a5aea58d7395556c24d5d6,477d2ed402557bc1df4b32b18fed4885c0ca09b32a79794bccba3fe17152edab,e4b0243509d55ab40a0d67671f3f71b8428e8749f471f77ce7de9886be014b45
TRD003741,FR0000000022,2024-05-01,2024-05-03,derivative,566656.82,38.3576,14773.0,38.3418,38.377,38.3594,550143.0,16.99,a,0.0,healthcare,10.3,0,0,0,0,716f92154a208a98ad13ef9aa971505ed36752cfe37ee096b569f0719b08eb34,28b2e1f508b2f45a6569a77e3262de05ec1f1575903b55b91f526d375d830560,5afb0e29622938ed3a051c2ff0f15a70a824fba7b34e27af676867a7de920ca3
TRD007544,FR0000000147,2024-02-29,2024-03-04,equity,6746519.54,465.3093,14499.0,465.06,465.9752,465.5176,2279766.0,45.51,a,0.0,industrials,18.1,0,0,1,0,51a51206564d79c0666c1dc5b85e6046500da377b253b925ffabbd0957e1e29a,28b2e1f508b2f45a6569a77e3262de05ec1f1575903b55b91f526d375d830560,fa9baabe99b6963c3cf5df1375367ed6d91651b06f6f0de5512ee33e1ea01adc
TRD007282,FR0000000071,2024-04-30,2024-05-02,fx,6647.1,1.2314,5398.0,1.229931,1.2327,1.2313155,3917698.0,52.83,bbb,0.0,technology,57.5,0,0,0,0,ab5b1486d3259515c940974d0f53f264b381857fe9f7905542dcca22d3785f4c,3779f12f5c3b4bff5d8230078c871faec02281591fce899a6199a60faa8b680b,e62d84447452d4e1e123ad687ea8d5280672ec2ba04d4cc72660e0bd2631c3cb
TRD002509,FR0000000080,2024-05-20,2024-05-22,bond,1414228.3,104.7887,13496.0,104.6494,104.8199,104.73465,1966404.0,64.45,aa,0.0,financials,17.9,0,0,0,0,ede409259acd941a620c55254a4889ec91ae12c1f01403ebf77ac4e05e5df2e0,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,cb7340f4ca0eed03e06f7bbb914d9eab7e01ba952ac767b85cefdb7bd6d789e4
TRD000361,FR0000000062,2024-04-19,2024-04-22,derivative,397445.86,14.6335,27160.0,14.5915,14.6476,14.61955,935736.0,20.04,b,1.0,industrials,7.8,0,0,0,0,1b2664d5f9e0b29e8445bef73bb4e52adde10d7fa842e44f76f6444f41d7ea79,28b2e1f508b2f45a6569a77e3262de05ec1f1575903b55b91f526d375d830560,525cd394bdc03acd428fa7264cb8db3f7decde603e0f7003ee34da4cd81f6495
TRD002785,FR0000000124,2024-04-18,2024-04-22,derivative,166763.62,9.5479,17466.0,9.5367,9.5683,9.5525,3841971.0,22.36,bbb,0.0,technology,25.3,0,1,0,0,ab2b80fa3fb2a839c6ed527e7b3245cb33c549528c3de2f6e26abd583fc1c25e,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,f3176e105aad159b0dfb9e7b92ba35d744e3c2fcda42eff6305eb8f2827178c0
TRD000329,FR0000000136,2024-04-05,2024-04-08,fx,24168.43,0.9635,25084.0,0.96064,0.9646,0.96262,4842851.0,33.04,a,0.0,industrials,18.2,0,0,0,0,51a51206564d79c0666c1dc5b85e6046500da377b253b925ffabbd0957e1e29a,fdab3e618f643e6a50c9167b007c9cabd662457dc0f559010582512141b7cbae,fa9baabe99b6963c3cf5df1375367ed6d91651b06f6f0de5512ee33e1ea01adc
TRD001336,FR0000000118,2024-06-25,2024-06-27,fx,44863.09,1.1271,39804.0,1.126587,1.1305,1.1285435000000001,3219330.0,66.71,bbb,0.0,financials,24.5,0,1,0,0,ede409259acd941a620c55254a4889ec91ae12c1f01403ebf77ac4e05e5df2e0,3779f12f5c3b4bff5d8230078c871faec02281591fce899a6199a60faa8b680b,cb7340f4ca0eed03e06f7bbb914d9eab7e01ba952ac767b85cefdb7bd6d789e4
TRD003947,FR0000000115,2024-06-24,2024-06-26,derivative,362616.12,20.9266,17328.0,20.8903,20.9542,20.92225,2535446.0,70.06,bbb,0.0,technology,53.5,0,0,0,0,ab5b1486d3259515c940974d0f53f264b381857fe9f7905542dcca22d3785f4c,1b3f931ffa3ca6bfa317885b2a9c3c8db785139038d101bcb1aaf65fca0826cf,e62d84447452d4e1e123ad687ea8d5280672ec2ba04d4cc72660e0bd2631c3cb
TRD000017,FR0000000046,2024-04-16,2024-04-18,derivative,1896447.58,39.2867,48272.0,39.2281,39.3204,39.274249999999995,916771.0,69.86,bbb,1.0,financials,36.4,0,0,0,0,95cd7c1cb71ce251e30cde2ec28a5d5679ed8bfbb115d18259d2d43c3c0b556e,3779f12f5c3b4bff5d8230078c871faec02281591fce899a6199a60faa8b680b,e03cb75761ddd7bbea51cb4c8815eb9fdd74d8fa28be914ce07ad86e1dcde544
